source,target
20166,"11667, 11240, 11062, 20020, 10846, 11070, 20507, 20359, 20402, 20347, 20366, 20330, 30212, 20337, 20318, 20157, 20345, 20352, 20348"
20167,"20020, 20012, 11107, 20002, 20033, 20029, 20032, 28280, 20164, 30228, 30316, 30116, 30418, 30101, 30421, 30280, 20296, 20640, 32032, 20387, 30556, 30367, 30100"
20168,30001
20169,"11245, 11340, 20178, 20025, 20029, 20443, 20393, 20183, 30247, 20650, 20262, 20470, 38640, 34207, 30250, 20301, 30116, 30211, 30137, 30523, 30512"
20170,"20377, 20001, 20624, 20023"
20171,"20029, 34021, 32045, 30100"
20172,"20002, 30007, 30418, 30367, 30226, 38136, 32007, 30308, 30285, 30524, 32047, 30441, 30357, 32048, 30553, 38001, 31463"
20173,"30411, 28190, 30232, 30463, 30102"
20174,"20167, 30411, 20505"
20175,"20160, 20026, 20167, 11107, 20379, 20304, 20021, 20159"
20176,"11107, 11876, 20150, 20530, 20506, 20167, 20184, 20164"
20177,"20012, 20115, 20385, 20733, 20331, 20025, 20381, 20239, 20224, 20426, 20310, 20172, 20031, 20525, 20260, 20262, 20171, 20120, 20029, 20436, 30112, 28040, 30102, 20404, 20430, 20241, 20348, 20164, 20386"
20178,"32028, 30308, 32043, 32037, 30413"
20179,"11667, 20012, 20733, 28388, 20472, 20025, 20029, 20347, 20461, 20448, 30232, 36649, 20386"
20180,"30026, 30418, 30308, 38137, 32048, 30410, 30493"
20181,"33030, 34021, 30100, 32048, 30423, 28177, 167, 32039"
20182,"30104, 20443, 20033, 20029, 30382, 30399, 30399, 20164, 30463, 30232, 30116, 30367"
20183,"30007, 30376, 30201, 38240, 30468, 38495, 30212, 30400, 30563, 36540"
20184,"30258, 30007, 30026, 30021, 30020, 30351, 30263, 30313, 30022, 30115, 30295, 30195, 30514, 38551, 30272, 30553, 30585"
20185,"20029, 30116, 36036, 30235, 30399, 30399, 30367, 38948"
20186,"20001, 20187, 11201, 20502, 22010"
20187,"20420, 28156, 20025, 20443, 30166, 30209"
20188,"30351, 30160, 30170, 30026"
20189,"20025, 20033, 20443, 20348, 20191, 20365"
20190,"20364, 30007, 11410, 36036, 30351, 30026, 30421, 30277"
20191,"30001, 30554, 30516, 38552, 31170, 39615"
20192,"20025, 20029, 20002, 30116, 30399, 30367"
20193,"30001, 30002, 35010, 30545, 30296, 30021, 30115, 20264, 30153, 30494, 30524, 38088, 34044, 38178, 30025, 38433, 38719, 30023, 30418, 30008, 30224, 30203, 30007, 30554, 38473"
20194,"30007, 30298, 36504, 35019, 30400, 36596, 30526, 31167"
20195,"30007, 38409, 30421, 30219"
20196,"30418, 30353, 30115, 30277, 38247, 38088, 38391, 30292, 30417, 31683, 38001, 36514, 30389, 31003"
20197,"20012, 20102, 20398, 20025, 20464, 20031, 20452, 20201, 20340, 20241, 20202"
20198,"20005, 20229, 20390, 30305, 20040, 30143, 30421, 33001, 30547"
20199,"30001, 30004, 30005, 30006, 30494, 30419, 30418, 30022, 20720, 38585, 38044, 34043, 30008, 32037, 38022, 39615"
20200,"20012, 20005, 20025, 20031, 20033, 20315, 20121, 20410, 20556, 20029, 20002, 20640, 23066, 20362, 36691, 30399, 20164, 30184, 30175, 30421, 30418, 33001, 30504, 30325, 30189, 38146, 30423, 30367, 30024, 38366, 33021, 35125"
20201,"30007, 30021, 30464, 30020, 30418, 30026, 30248, 30022, 30201, 30351, 30376, 30263, 30212, 36649, 30242, 30285, 30367, 30251, 30465, 30116, 30547, 30117, 30216, 30526, 30400"
20202,"30001, 30170, 30514, 30298, 38316, 30024, 30524, 30160, 30521, 34188, 38088, 30142, 34285, 30007, 30020, 30399, 30309, 38259, 30585, 34255, 31207, 30007, 30020, 30399, 30309, 36540, 30023, 38719"
20215,"20389, 20040, 30211, 20283"
20216,"20218, 20219, 20232, 30144, 23033, 10567, 20031, 20472, 30175, 20296"
20217,"30106, 30021, 30026, 30135, 30434, 20720"
20218,"30295, 30296, 30313, 30022, 30025, 30553, 30160, 30170, 38719"
20219,"30001, 30160, 30170, 30272, 30023, 30553, 30313, 38433, 34121, 30148, 38684, 38719, 25197"
20220,"20033, 20547, 20250, 20532, 20268"
20221,"30351, 30026, 30160, 30426, 38562, 34280, 30524, 30359, 30153, 30145"
20222,"20025, 20232, 20288, 20393, 30147, 30175, 20285, 30454, 20296, 20294, 35125, 30121"
20223,"30359, 30170, 30441"
20224,"30007, 30026, 30457, 30201, 30153, 30160, 30170, 30524"
20225,"20033, 34043, 20025, 20232, 30175, 30026, 30430, 20720, 30024"
20226,"30007, 30021, 30026, 30175, 20283, 30153, 30143, 30150, 30459, 20720, 36540"
20227,"20025, 20033, 20032, 20311, 20212, 20547, 28114, 20276, 20296"
20228,"30001, 30148, 34255, 37896"
20229,"30022, 30007, 30359, 30160, 30212, 30170, 30524, 30351, 30026, 30021, 30242, 31513, 34255"
20230,"30007, 30201, 30026, 30165, 30448, 20720, 36523"
20231,"30001, 30003, 38834, 30160, 30553, 30580, 30511, 38021, 38088, 30136, 38247, 30121, 30212, 30170, 38544, 34255"
20232,"30007, 30026, 30021, 30020, 30160, 30441, 30201, 30585, 30025, 30553, 30313, 30115, 30022, 31513, 34255"
20233,"30153, 30136, 30441, 20720, 34280, 30160, 30170, 30023"
20234,"20033, 20031, 20250, 20547, 20326, 20556, 20260, 20472, 30106, 20285"
20235,"20218, 20033, 20472, 20296, 24162, 30106, 20040"
20236,"20012, 20020, 20214, 20218, 20318, 30002, 20547, 20296, 20650, 20426, 20250, 20033, 20288, 20025, 20443, 20291, 20390, 20032, 20364, 20472, 30106, 20404, 20430, 20193, 20285, 20348, 20040, 35094, 20656, 20294"
20237,"20250, 20033, 20031, 20288, 20650, 20285, 20040, 20296, 20404, 20636, 20193, 20348"
20238,"20029, 25345, 30120"
20239,"30248, 30502, 30283, 30154, 30309, 30021, 30547, 30216, 30288"
20240,"20320, 11001, 20547, 20355, 20609, 20426, 20384, 20383, 20033, 20393, 20390, 20365, 20733, 20404, 20348, 20340, 20386"
20241,"11272, 20556, 20330, 30001, 30007, 30021, 30026, 30313, 38834, 30022, 30437"
20242,"20468, 20121, 20443, 20025, 20033, 20547, 20032, 20210, 30106, 20348"
20243,"30007, 30020, 30399, 30497, 38191, 30175, 20040, 30161, 30251, 30242, 30423, 30529, 30367, 30526"
20244,"30007, 30026, 30313, 30201, 30022, 38204, 38293, 31075, 34037, 30524, 30514, 30277, 30179, 30353, 36602, 34188, 31513, 36654, 34255"
20245,"30001, 30006, 30002, 30132, 34091, 30142, 30580, 38433, 30023, 30170, 38473, 34140, 38217, 30376, 38719, 25197, 37896, 20264, 31378"
20246,"30021, 30201, 30026, 30153, 30309, 30024, 30456, 30160, 30170, 20720, 30573"
20247,"30001, 34291, 38719, 34255"
20248,NA
20249,"30001, 30002, 30417, 30132, 31742, 30494, 30554, 38473, 30170, 30023, 38719, 31378"
20250,"30552, 30007, 30020, 30021, 30026, 30022, 30313, 38834, 30149, 30553, 30351, 30494, 30524, 30170, 30160, 30261, 30023"
20251,"30007, 30021, 30020, 30026, 30170, 30160, 30418, 30456, 36540"
20252,"20528, 20574, 30457, 30175, 37563, 30559, 30450"
20253,"20033, 20443, 20250, 30427, 30129, 20199, 20257, 20040, 20285, 20164, 20245, 34062, 20656"
20254,"30007, 30021, 30026, 30170, 30160, 30153, 30313, 30437, 30524, 30375, 34043, 11410, 34121, 30261, 34280, 30172, 30221, 30023, 34255"
20255,"30021, 30160, 30170, 30456, 38667, 34280, 30023"
20256,"20033, 30106, 20283, 30457, 20393, 20040, 30158, 30129, 30145, 30399, 30189, 30559, 30367, 30450, 36523"
20257,"30007, 30022, 30269, 30020, 38573, 30263, 30365, 30529, 30249, 28518, 35002"
20258,"20250, 20012, 30106, 30278, 10567, 30175, 20283, 30147, 20218, 38091, 30430, 20241, 30024, 30156, 30367, 30399, 30573, 20656, 30137, 30026, 30537, 36523"
20259,"20002, 30007, 30020, 30021, 30026, 30201, 30022, 30160, 30170, 30175, 30426, 30122, 30024, 30456, 20174, 30421, 30459, 30367, 30547, 36540"
20260,"30026, 30022, 30170, 30160, 30153, 30313, 30296, 30142, 30025, 38834, 38088, 30023, 34255"
20261,"20020, 20257"
20262,"30007, 30160, 30170, 30351, 30296, 36522, 38834, 36514, 30022, 38247, 30456, 30153, 30521, 30023, 30524, 34280, 34022, 38044, 31513, 34255"
20263,"30376, 30026, 30170, 34247, 30136"
20264,"30395, 20032, 20280, 20348, 30457"
20265,"30161, 30007, 30399, 30106, 20193, 30132, 20249, 30367, 30201, 30160, 30153, 34247, 30121"
20266,"20245, 20302"
20267,NA
20268,"30002, 30160, 34140, 39144, 38383, 38719, 34108, 30554, 38473, 31378"
20269,"30007, 30026, 30153, 11056, 34247, 34185, 30449, 30132, 30122, 38007"
20270,"20547, 30160, 30170"
20271,"20241, 30026, 30161, 30147, 20430, 30132, 30423, 30448, 30153, 30024, 30164, 38603, 34059, 34125, 20720, 30121"
20272,"30001, 30554, 30498, 38473, 38719, 32250, 39117, 34255"
20273,"30026, 30020, 30145, 30524, 30170, 30160, 34027, 30424, 38001, 34140, 34255"
20274,"20024, 20029, 20472, 20300, 20201, 20032, 20285, 20241, 20193, 30147, 20296"
20275,"30132, 30233"
20276,"30007, 30020, 30153, 30170, 30160, 30441, 30367, 34043, 35047, 30456, 30369, 30357, 34211, 38562, 34280, 30460, 18950, 30245, 34156"
20277,"30026, 30020, 30201, 30524, 30313, 30160, 30170, 30277, 20720, 34047, 30441, 20458, 30359, 30172, 30277, 30453, 30221, 30553, 36514, 30025"
20278,"30007, 30021, 30020, 30026, 30367, 30426, 30357, 30400, 30024, 30164, 30170, 30160, 30452, 30126, 30441"
20279,"20012, 20025, 20187, 20022, 20229, 20405, 20324, 20354"
20280,"30001, 30026, 30007, 30397, 30132, 30367, 30170, 30160, 34023, 30245, 34188, 38473, 30270, 38487, 38496, 34240, 30023, 34278, 34263, 30201, 30153, 20296, 30020, 30212, 39144, 34140, 34137, 36621"
20281,"30007, 30026, 30160, 30170, 30153, 30022, 30400, 30449, 30161, 30121, 35099"
20282,"30426, 30001, 30160, 30395, 30272, 30170, 30297, 38719, 30292, 38467"
20283,"30001, 38204"
20284,"31642, 30127, 20012, 30106, 30026, 30175, 20348, 30349, 30021, 34094, 34043, 30132, 30201, 30153, 30357, 34275, 20720, 30160, 30170"
20285,"30001, 30002, 30454, 30553, 30025, 38247, 30535, 30302, 38834, 30136, 34121, 30153, 38433, 30582, 38717, 30023, 30160, 30170, 30359, 30554, 38473, 30511, 31378"
20286,"30150, 20509, 30007, 30022, 30020, 30026, 30502, 30153, 30367, 30160, 30170, 30426, 36591, 30365, 30456, 30514"
20287,"30007, 30026, 30020, 30106, 30153, 30160, 30170, 30359, 30022, 30145, 30313, 30024, 30456, 30136, 34043, 30548, 30200, 30371, 30582, 30478, 34069"
20288,"20012, 20025, 20033, 20121, 28280, 20393, 38423, 30007, 30021, 30026, 30399, 20283, 30175, 32047, 30132, 30150, 30146, 30124, 30128, 30116, 30161, 38513, 30351, 20164, 34126, 30344, 30216, 30459, 33006, 36540"
20289,"20033, 30278, 24148, 20417, 20040, 30140"
20290,"30001, 30002, 30005, 30553, 30023, 30170, 38473, 30296, 38719, 34010"
20291,"30399, 30021, 30020, 30026, 30277, 30296, 30313, 30320, 38246, 30359, 30176, 30118, 30571, 30325, 36553, 30356, 38366, 30564, 30025"
20292,"30170, 30153, 38834, 30313, 30353, 38247, 38001, 30553, 38088, 38544, 30585"
20293,"20020, 20257, 20022, 20032, 20218, 20214, 20532, 20650, 24297, 24484, 20040, 20285, 20294, 20386, 20656, 31334"
20294,NA
20295,"32, 20020, 20025, 20258, 20033, 20031, 20208, 20212, 20278, 20032, 20633, 20276, 20291, 20250, 20226, 20224, 20443, 20298, 20304, 20472, 30002, 20547, 20296, 30177, 20202, 20348, 20285"
20296,"30001, 30002, 30022, 30115, 30536, 30313, 30170, 30160, 30008, 38834, 30553, 30524, 38088, 38247, 34121, 38259, 38433, 30023, 38653, 34280, 38553, 30357, 38473, 30554, 38719, 34137"
20297,"20012, 20025, 20208, 20190, 20250, 20195, 20528, 20218, 20472, 20443, 20260, 30002, 20547, 20296, 20267, 20219, 38188, 30106, 20348, 30178, 20285, 20040, 20294, 20656"
20298,"30007, 30026, 30020, 30021, 30022, 30351, 30524, 30295, 30153, 30146, 30161, 30115, 30277, 30375, 30359, 20720, 30170, 30160, 30441, 38388, 38088"
20299,"20208, 20025, 20033, 20031, 20364, 20528, 20214, 20218, 20195, 30002, 20547, 20296, 11034, 20193, 20283, 20040, 20285, 30106, 30138, 20300, 30146, 20294"
20300,"20002, 30285, 30226, 30583, 38204, 30516, 30275, 36057, 38132, 30230, 30493"
20301,"30007, 30514, 30008, 30132, 30245"
20302,"30153, 30170, 30160, 30172, 34121, 38549, 34253, 30182, 38834, 34204, 34255"
20303,NA
20304,"20025, 20033, 20214, 30527, 30106, 30124, 30464, 30137, 30146, 20164, 30399, 30457, 30559, 30175, 30026, 30132, 30161, 30423, 30130, 30134, 30434, 30442, 30448, 30170, 30160, 30153, 30367, 30173, 30459, 30450"
20305,"34275, 30582, 30123, 30160, 30170, 30172, 34255"
20306,"36540, 30170, 30376, 30200, 30224"
20307,"30001, 30212, 30200"
20308,"30196, 20364, 30464"
20309,NA
20310,"30367, 30263, 30367, 30007, 30022, 402, 30212, 30216"
20311,"20355, 20291, 30002, 20296, 20121, 20032, 20364, 30209, 20357, 20348, 20386"
20312,"30001, 30007, 30020, 30022, 30203, 30475, 30025, 30554, 38473"
20313,"30116, 20211, 30512, 35125"
20314,"30251, 30240, 30020, 30203"
20315,"30007, 30020, 30201, 30216, 30524, 30375, 30506, 30480, 30421, 30585, 30553, 38044"
20316,"30347, 20214, 30026, 34055, 30430, 30175, 34059"
20317,"30007, 30021, 30026, 30201, 30020, 20348, 20668, 30022, 30106, 30170, 30399, 30263, 30216, 30204, 36540"
20318,"20002, 30007, 30020, 30021, 30498, 30115, 30022, 30367, 30201, 30375, 30212, 30277, 30480"
20319,"30007, 30022, 30201, 30367, 30212, 30399"
20320,"20025, 20318, 20315, 20005, 20405, 20547, 20296, 30197, 20389, 20290, 20348, 30184"
20321,"20033, 20031, 20547, 20390, 20364, 20380, 20391, 38430, 20357, 20348, 30237, 30399, 30184, 20386"
20322,"30007, 30423, 20357, 38108, 30546, 30573, 30365"
20323,"20032, 25026, 20331, 20241"
20324,"30283, 30587, 20387, 30288"
20325,"30186, 34043, 30449, 30212, 32048"
20326,"30007, 30201, 20404, 28040, 20034, 30216, 30200, 30224, 30263, 30335, 30212, 30376"
20327,"20364, 20032, 20033, 20348, 30399, 30116, 30367, 30189, 20312, 30184, 30201, 30376, 30175, 30480, 30461, 30503, 30547"
20328,30482
20329,"30184, 30465, 20348, 30154, 20364, 30399, 30503, 20357, 30367, 30480, 35125"
20330,"20647, 20283, 30175, 30153, 30263, 30437, 35103, 30160, 30170, 20720"
20331,"30212, 30359, 30216, 30170, 30200, 30480, 38044, 38388, 35029, 30007, 30022, 30399, 30026, 30201, 30203"
20332,"30268, 30115, 39005, 30216, 35153, 35047, 30190, 30221, 30153, 30200, 35029"
20333,"30007, 30480, 30201, 30200, 38011, 38409, 30376, 30216, 35157, 35158, 36540"
20334,"30309, 30186, 30201, 30465, 38474, 30480, 30216, 35093, 30468, 30200, 30482, 30294"
20335,"20331, 20354, 20372, 20118, 20340, 20032, 20348"
20336,"20164, 20012, 20637, 20733, 20461, 20032, 20366, 27028, 20442, 20348"
20337,"30007, 30021, 30201, 30309, 30263, 30470, 30376, 30216, 30212, 30480, 30200"
20338,"20390, 20364, 20025, 20632, 30203, 30022, 30007, 30020, 30461, 30216, 30294, 38107, 30400"
20339,NA
20340,"30001, 30201, 30023, 30267, 30277, 30224, 30496, 30313, 38834, 30025, 30475, 30212, 35031, 30494, 30249, 30437, 35060, 30203, 30214, 30353, 38178, 20005, 20032, 30351, 30142, 30585, 36522, 38088, 38022, 30185, 38045, 30323, 30516, 30170, 38566, 30535, 34043, 38177, 38259, 38274, 38477, 38502, 35139, 38409, 30008, 30007, 30021, 30020, 30200, 38473"
20341,"20012, 30007, 30376, 30201, 30207, 30245, 38072, 30242, 30367, 20387, 30480"
20342,"11107, 20020, 25262, 20032, 20354, 20256, 20005, 20317, 20265, 20318, 20416, 20348"
20343,"30161, 30175, 30449, 30204, 30395, 11201, 30024, 34247, 30223, 38573, 34059, 20597, 30547, 30200, 30121"
20344,"20347, 30213, 20348, 30007, 30201, 30546, 30376, 30212, 30200"
20345,"30463, 30186, 30125, 30464, 30522, 30482, 30546, 30547, 20387, 30480"
20346,"20372, 30007, 30021, 30201, 30263, 30376, 30212, 30216, 34027, 35134, 35135, 38474, 35047, 30249"
20347,"10846, 20021, 20465, 20733, 20736, 20644, 20029, 30355, 30021, 30175, 30026, 30309, 30502, 30263, 30201, 25310, 30383, 30108, 11067, 30531, 20312, 38696, 20387, 30556, 33021, 35125, 36540"
20348,"30001, 30212, 30022, 30201, 30021, 30200, 30553, 30245, 38505, 31160, 34010, 30524, 30242"
20349,"20356, 20012, 20025, 20031, 20032, 20317, 20331, 20452, 20347, 20608, 20411, 20318, 20333, 20372"
20350,"30007, 30026, 30020, 30212, 30022, 30263, 30207, 36690, 38487, 30521, 30290, 30249, 36540"
20351,"30001, 35083, 30396, 30201, 30480, 30277, 30203, 30553, 38502, 35139, 30172, 38623, 34043, 38022, 36618, 30007, 30216, 30359, 38467, 10898, 34007"
20352,"30026, 30201, 30021, 30216, 30212, 30394, 30524, 35153, 30149, 34188, 34069, 30553, 35029"
20353,NA
20354,"11070, 20031, 20300, 28040, 30007, 30021, 20296, 30201, 30116, 30026, 38513, 30175, 30399, 30216, 30212, 30401, 30397, 30242, 30297, 30542, 30546, 30343, 30263, 30367, 30569, 30480, 30170, 38388, 36540"
20355,"39542, 30007, 30022, 30160, 30170, 30242, 30498, 30201, 30351, 30024, 30263, 30452, 30272, 30297, 30277, 30224, 20720, 38044, 38834, 34255"
20356,"20012, 30007, 30021, 30290, 39005, 30022, 30367, 30468, 18572, 30153, 30200, 30156, 30157, 38513, 30170, 30216, 30478, 30481, 30212, 30297, 33021, 38388, 35099, 35004"
20357,30001
20358,"20020, 20359, 20012, 20320, 20005, 20313, 20031, 20032, 20025, 20318, 20650, 20338, 20033, 20462, 20355, 20194, 20364, 20191, 20348, 20034, 30209, 20285, 20268, 30133"
20359,"11289, 11107, 20020, 20012, 20358, 20005, 20347, 20411, 20313, 30212, 20032, 20366, 20364, 20031, 20355, 20352, 20367, 20318, 20330, 20191, 20348"
20360,NA
20361,"20311, 25222, 20373, 11613, 27036, 20348, 20040, 20285"
20362,"20410, 20380, 20357, 20668, 30466, 15485, 20348, 30184"
20363,"20020, 20025, 20286, 20411, 20644, 20426, 20366, 20390, 20404, 20472, 20547, 20632, 20671, 30209, 20348, 20034, 20351, 23033, 20386"
20364,"30007, 30026, 30020, 30115, 30300, 30216, 30201, 30149, 30375, 30277, 30524, 35029"
20365,"30201, 30400, 30560, 30022, 30170, 30296, 34188, 30585, 31513"
20366,"20364, 20668, 30007, 30020, 30201, 30026, 30248, 30399, 30216, 30506, 30251, 30242, 30547, 30261, 30400, 30280, 30480, 36540"
20367,30254
20368,"20380, 20355, 30211, 20318, 30106, 20348"
20369,30001
20370,"20410, 20355, 20354, 31111, 20348"
20371,20369
20372,"30213, 38409, 30118, 30289, 30021, 30201, 30553, 30212, 30524, 38247, 38044, 30023"
20373,"20012, 20025, 20547, 20380, 20745, 20033, 20348, 30026, 30007, 30020, 30201, 20312, 30282, 30523, 30242, 30216, 30478, 36540, 35004"
20374,30486
20375,"11070, 20025, 20029, 23033"
20376,"20023, 20379"
20377,"11028, 11176, 11019, 11154, 20500, 20465, 20732, 20629, 25345, 26012, 20374, 20029"
20378,"31131, 20733, 30229, 36060, 30338, 36029, 30488, 36055, 38715, 30367, 30490"
20379,"20023, 11272, 20029, 20025, 36012, 20650, 30525, 36036, 30232, 30233, 26001, 20465, 30206"
20380,"30007, 30201, 30026, 38072, 30263, 30216, 30025, 31513"
20381,"30007, 30020, 30399, 36618, 30315, 30022, 19231, 30367, 30272, 30023, 30273, 30585"
20382,"30007, 38834, 30375, 30020, 30022, 30585"
20383,"30007, 38834, 30242, 30022, 30201, 30264, 30524, 30585, 31513"
20384,"30007, 30242, 30498, 30022, 30375, 30201, 30023, 30585"
20385,"30348, 30258, 30007, 30008, 38207, 37584"
20386,"30001, 30002, 30007, 30020, 30201, 34140, 30249, 38207, 30245, 36523, 30554, 38473, 30218, 30013, 38042"
20387,"30001, 30003, 30005, 30006, 38032"
20388,"30242, 30280, 30249, 36540"
20389,30001
20390,"30528, 30007, 30021, 30026, 30020, 30351, 30201, 30022, 30524, 30277, 36587, 30263, 30375, 30264, 30521, 30241, 30242, 38834, 38044, 30585, 30553, 38137, 31513"
20391,"30007, 30170, 33006, 38566, 30023, 38001"
20392,"30001, 30514, 30335, 30400, 30272, 38473, 38727"
20393,"30007, 30026, 30201, 30351, 30022, 38834, 30521, 30326, 30553, 38001, 10534, 30295, 30272, 31742, 30273, 30585"
20394,"20547, 20229, 20443, 20033, 20733, 20365, 20241, 20290"
20395,"20639, 27536, 20413, 14346, 20347, 20733, 20732, 20402, 24481"
20396,"30007, 30376"
20397,30373
20398,"20402, 20733, 30284, 30382, 30283, 30281, 30116, 30288"
20399,"20650, 246, 20733, 20732, 20640, 20426, 30284, 20442"
20400,20733
20402,"20033, 20733, 30284, 30382, 20640, 20300, 30355, 30502, 30283, 37529, 30288, 20387"
20403,NA
20404,"30001, 30025, 38375, 38473, 37518, 37544"
20405,"20389, 30464, 20024, 20318, 30376, 20025, 28531"
20406,"30216, 20410"
20407,"20012, 20032, 20318, 20372"
20408,"30007, 35074, 30201, 30212, 30021, 38388, 35029"
20409,"20446, 20465, 20115, 20359, 20111"
20410,"20348, 30201, 30216, 30212, 30475, 30295, 30585"
20411,"30007, 30022, 30201, 30285, 30367, 30263, 30020"
20412,"30367, 30238, 30007"
20413,"30285, 30485, 30418, 30275, 20029, 20002"
20414,"30001, 35068, 30554, 36638, 38719"
20415,"20644, 20330, 20553, 20012, 2005, 20347, 11107, 20001, 20733, 20402, 20025, 20031, 20241"
20416,"30007, 30115, 30021, 30553, 30160, 30524, 30201, 30022, 35029"
20417,"30430, 30106, 38371, 30423, 38090, 36649, 30504, 30116, 30026, 20387, 30159, 36523"
20418,"30265, 38247, 30417, 38022, 38591, 38405, 35125"
20419,"30007, 30245, 30153, 30160, 30170, 34247, 30238, 30020"
20420,30293
20421,"30286, 20029, 30281, 20404, 30116, 30547"
20422,"20025, 27363, 30309"
20423,"20650, 20033, 20032, 20031, 30106, 30154, 30175, 30116, 38497, 30269, 30312, 30367"
20424,NA
20425,"30021, 30297, 30201, 30385, 30400, 30249, 30023"
20426,"30007, 30026, 30020, 30021, 30351, 30201, 30495, 30298, 38834, 30244, 30245, 30115, 30263, 30375, 30272, 30277, 30392, 30396, 30221, 30264, 30514, 30273, 38044, 30585, 38521"
20427,"30185, 35140, 38473"
20428,"20644, 20733, 20463, 30330, 20448"
20429,NA
20430,"30001, 30005, 30025, 38244, 38473, 30007, 30153, 30023, 30245, 25197"
20431,"30007, 30201, 30252, 30137, 30261, 30156, 36649, 36669, 30269, 38516, 28464, 30242, 30199"
20432,"20300, 30284, 20442, 30355"
20433,"30007, 30263, 35158, 30264, 30272, 30554, 38473, 36506, 36621, 36530, 30518, 39127, 39054"
20434,"20219, 23033, 20040, 20556"
20435,NA
20436,"30103, 20158, 30021, 30375, 30008, 36056"
20437,"20364, 30211, 30544, 30198, 30175, 30184, 30503, 30137, 30513"
